station,lat,lng,,,,,,,,
,,,,,,,,,,정부과천청사
,,,,,,,,,,과천
,,,,,,,,,,대공원
,,,,,,,,,,경마공원
,,,,,,,,,,선바위
,,,,,,,,,,영종
,,,,,,,,,,인천공항2터미널
,,,,,,,,,,인천공항1터미널
,,,,,,,,,,공항화물청사
,,,,,,,,,,운서
,,,,,,,,,,청라국제도시
,,,,,,,,,,검암
,,,,,,,,,,계양
,,,,,,,,,,김포공항
,,,,,,,,,,마곡나루
,,,,,,,,,,디지털미디어시티
,,,,,,,,,,홍대입구
,,,,,,,,,,공덕
,,,,,,,,,,서울역
,,,,,,,,,,춘천
,,,,,,,,,,남춘천
,,,,,,,,,,김유정
,,,,,,,,,,강촌
,,,,,,,,,,백양리
,,,,,,,,,,굴봉산
,,,,,,,,,,가평
,,,,,,,,,,상천
,,,,,,,,,,청평
,,,,,,,,,,대성리
,,,,,,,,,,마석
,,,,,,,,,,천마산
,,,,,,,,,,평내호평
,,,,,,,,,,금곡
,,,,,,,,,,사릉
,,,,,,,,,,퇴계원
,,,,,,,,,,별내
,,,,,,,,,,갈매
,,,,,,,,,,신내
,,,,,,,,,,도화
,,,,,,,,,,중동
,,,,,,,,,,온수(성공회대입구)
,,,,,,,,,,도원
,,,,,,,,,,간석
,,,,,,,,,,부개
,,,,,,,,,,소사
,,,,,,,,,,구일
,,,,,,,,,,인천
,,,,,,,,,,동인천
,,,,,,,,,,제물포
,,,,,,,,,,주안
,,,,,,,,,,동암
,,,,,,,,,,백운
,,,,,,,,,,부평
,,,,,,,,,,송내
,,,,,,,,,,부천
,,,,,,,,,,역곡
,,,,,,,,,,오류동
,,,,,,,,,,개봉
,,,,,,,,,,김포공항
,,,,,,,,,,문산
,,,,,,,,,,파주
,,,,,,,,,,월롱
,,,,,,,,,,금촌
,,,,,,,,,,금릉
,,,,,,,,,,운정
,,,,,,,,,,야당
,,,,,,,,,,탄현
,,,,,,,,,,일산
,,,,,,,,,,풍산
,,,,,,,,,,백마
,,,,,,,,,,곡산
,,,,,,,,,,능곡
,,,,,,,,,,행신
,,,,,,,,,,강매
,,,,,,,,,,화전
,,,,,,,,,,수색
,,,,,,,,,,디지털미디어시티
,,,,,,,,,,가좌
,,,,,,,,,,홍대입구
,,,,,,,,,,서강대
,,,,,,,,,,공덕
,,,,,,,,,,효창공원앞
,,,,,,,,,,신촌
,,,,,,,,,,서울역
,,,,,,,,,,소요산
,,,,,,,,,,동두천
,,,,,,,,,,보산
,,,,,,,,,,동두천중앙
,,,,,,,,,,지행
,,,,,,,,,,덕정
,,,,,,,,,,덕계
,,,,,,,,,,양주
,,,,,,,,,,녹양
,,,,,,,,,,가능
,,,,,,,,,,의정부
,,,,,,,,,,회룡
,,,,,,,,,,망월사
,,,,,,,,,,도봉산
,,,,,,,,,,도봉
,,,,,,,,,,방학
,,,,,,,,,,녹천
,,,,,,,,,,월계
,,,,,,,,,,광운대
,,,,,,,,,,석계
,,,,,,,,,,신이문
,,,,,,,,,,외대앞
,,,,,,,,,,청량리(서울시립대입구)
,,,,,,,,,,왕십리(성동구청)
,,,,,,,,,,응봉
,,,,,,,,,,옥수
,,,,,,,,,,한남
,,,,,,,,,,서빙고
,,,,,,,,,,이촌(국립중앙박물관)
,,,,,,,,,,광명
,,,,,,,,,,서동탄
,,,,,,,,,,당정
,,,,,,,,,,천안
,,,,,,,,,,두정
,,,,,,,,,,직산
,,,,,,,,,,성환
,,,,,,,,,,평택
,,,,,,,,,,지제
,,,,,,,,,,서정리
,,,,,,,,,,송탄
,,,,,,,,,,진위
,,,,,,,,,,오산
,,,,,,,,,,오산대
,,,,,,,,,,세마
,,,,,,,,,,병점
,,,,,,,,,,세류
,,,,,,,,,,독산
,,,,,,,,,,수원
,,,,,,,,,,화서
,,,,,,,,,,성균관대
,,,,,,,,,,의왕
,,,,,,,,,,군포
,,,,,,,,,,금정
,,,,,,,,,,명학
,,,,,,,,,,안양
,,,,,,,,,,관악
,,,,,,,,,,석수
,,,,,,,,,,금천구청
,,,,,,,,,,가산디지털단지
,,,,,,,,,,구로
,,,,,,,,,,신길
,,,,,,,,,,신도림
,,,,,,,,,,영등포
,,,,,,,,,,대방
,,,,,,,,,,노량진
,,,,,,,,,,용산
,,,,,,,,,,남영
,,,,,,,,,,서울역
,,,,,,,,,,여주
,,,,,,,,,,세종대왕릉
,,,,,,,,,,부발
,,,,,,,,,,이천
,,,,,,,,,,신둔도예촌
,,,,,,,,,,곤지암
,,,,,,,,,,초월
,,,,,,,,,,경기광주
,,,,,,,,,,삼동
,,,,,,,,,,이매
,,,,,,,,,,판교
,,,,,,,,,,종합운동장
,,,,,,,,,,봉은사
,,,,,,,,,,삼성중앙
,,,,,,,,,,선정릉
,,,,,,,,,,언주
,,,,,,,,,,신논현
,,,,,,,,,,사평
,,,,,,,,,,고속터미널
,,,,,,,,,,신반포
,,,,,,,,,,구반포
,,,,,,,,,,동작(현충원)
,,,,,,,,,,흑석(중앙대입구)
,,,,,,,,,,노들
,,,,,,,,,,노량진
,,,,,,,,,,샛강
,,,,,,,,,,여의도
,,,,,,,,,,국회의사당
,,,,,,,,,,당산
,,,,,,,,,,선유도
,,,,,,,,,,신목동
,,,,,,,,,,염창
,,,,,,,,,,등촌
,,,,,,,,,,증미
,,,,,,,,,,가양
,,,,,,,,,,양천향교
,,,,,,,,,,마곡나루
,,,,,,,,,,신방화
,,,,,,,,,,공항시장
,,,,,,,,,,김포공항
,,,,,,,,,,개화
,,,,,,,,,,모란
,,,,,,,,,,수진
,,,,,,,,,,신흥
,,,,,,,,,,단대오거리
,,,,,,,,,,남한산성입구(성남법원.검찰청)
,,,,,,,,,,산성
,,,,,,,,,,복정
,,,,,,,,,,장지
,,,,,,,,,,문정
,,,,,,,,,,가락시장
,,,,,,,,,,송파
,,,,,,,,,,석촌
,,,,,,,,,,잠실(송파구청)
,,,,,,,,,,몽촌토성(평화의문)
,,,,,,,,,,강동구청
,,,,,,,,,,천호(풍납토성)
,,,,,,,,,,암사
,,,,,,,,,,부평구청
,,,,,,,,,,굴포천
,,,,,,,,,,삼산체육관
,,,,,,,,,,상동
,,,,,,,,,,부천시청
,,,,,,,,,,신중동
,,,,,,,,,,춘의
,,,,,,,,,,부천종합운동장
,,,,,,,,,,까치울
,,,,,,,,,,온수(성공회대입구)
,,,,,,,,,,천왕
,,,,,,,,,,광명사거리
,,,,,,,,,,철산
,,,,,,,,,,가산디지털단지
,,,,,,,,,,남구로
,,,,,,,,,,대림(구로구청)
,,,,,,,,,,신풍
,,,,,,,,,,보라매
,,,,,,,,,,신대방삼거리
,,,,,,,,,,장승배기
,,,,,,,,,,상도
,,,,,,,,,,숭실대입구(살피재)
,,,,,,,,,,남성
,,,,,,,,,,이수
,,,,,,,,,,내방
,,,,,,,,,,고속터미널
,,,,,,,,,,반포
,,,,,,,,,,논현
,,,,,,,,,,학동
,,,,,,,,,,강남구청
,,,,,,,,,,청담
,,,,,,,,,,뚝섬유원지
,,,,,,,,,,건대입구
,,,,,,,,,,어린이대공원(세종대)
,,,,,,,,,,군자(능동)
,,,,,,,,,,중곡
,,,,,,,,,,용마산
,,,,,,,,,,사가정
,,,,,,,,,,면목
,,,,,,,,,,상봉(시외버스터미널)
,,,,,,,,,,중화
,,,,,,,,,,먹골
,,,,,,,,,,태릉입구
,,,,,,,,,,공릉(서울과학기술대)
,,,,,,,,,,하계
,,,,,,,,,,중계
,,,,,,,,,,노원
,,,,,,,,,,마들
,,,,,,,,,,수락산
,,,,,,,,,,도봉산
,,,,,,,,,,장암
,,,,,,,,,,봉화산(서울의료원)
,,,,,,,,,,화랑대(서울여대입구)
,,,,,,,,,,태릉입구
,,,,,,,,,,석계
,,,,,,,,,,돌곶이
,,,,,,,,,,상월곡(한국과학기술연구원)
,,,,,,,,,,월곡(동덕여대)
,,,,,,,,,,고려대(종암)
,,,,,,,,,,안암(고대병원앞)
,,,,,,,,,,보문
,,,,,,,,,,창신
,,,,,,,,,,동묘앞
,,,,,,,,,,신당
,,,,,,,,,,청구
,,,,,,,,,,약수
,,,,,,,,,,버티고개
,,,,,,,,,,한강진
,,,,,,,,,,이태원
,,,,,,,,,,녹사평(용산구청)
,,,,,,,,,,삼각지
,,,,,,,,,,효창공원앞
,,,,,,,,,,공덕
,,,,,,,,,,대흥(서강대앞)
,,,,,,,,,,광흥창(서강)
,,,,,,,,,,상수
,,,,,,,,,,합정
,,,,,,,,,,망원
,,,,,,,,,,마포구청
,,,,,,,,,,월드컵경기장(성산)
,,,,,,,,,,디지털미디어시티
,,,,,,,,,,증산(명지대앞)
,,,,,,,,,,새절(신사)
,,,,,,,,,,구산
,,,,,,,,,,독바위
,,,,,,,,,,불광
,,,,,,,,,,역촌
,,,,,,,,,,응암
,,,,,,,,,,마천
,,,,,,,,,,거여
,,,,,,,,,,개롱
,,,,,,,,,,오금
,,,,,,,,,,방이
,,,,,,,,,,올림픽공원(한국체대)
,,,,,,,,,,둔촌동
,,,,,,,,,,상일동
,,,,,,,,,,고덕
,,,,,,,,,,명일
,,,,,,,,,,굽은다리(강동구민회관앞)
,,,,,,,,,,길동
,,,,,,,,,,강동
,,,,,,,,,,천호(풍납토성)
,,,,,,,,,,광나루(장신대)
,,,,,,,,,,아차산(어린이대공원후문)
,,,,,,,,,,군자(능동)
,,,,,,,,,,장한평
,,,,,,,,,,답십리
,,,,,,,,,,마장
,,,,,,,,,,왕십리(성동구청)
,,,,,,,,,,행당
,,,,,,,,,,신금호
,,,,,,,,,,청구
,,,,,,,,,,동대문역사문화공원
,,,,,,,,,,을지로4가
,,,,,,,,,,종로3가
,,,,,,,,,,광화문(세종문화회관)
,,,,,,,,,,서대문
,,,,,,,,,,충정로(경기대입구)
,,,,,,,,,,애오개
,,,,,,,,,,공덕
,,,,,,,,,,마포
,,,,,,,,,,여의나루
,,,,,,,,,,여의도
,,,,,,,,,,신길
,,,,,,,,,,영등포시장
,,,,,,,,,,영등포구청
,,,,,,,,,,양평
,,,,,,,,,,오목교(목동운동장앞)
,,,,,,,,,,목동
,,,,,,,,,,신정(은행정)
,,,,,,,,,,까치산
,,,,,,,,,,화곡
,,,,,,,,,,우장산
,,,,,,,,,,발산
,,,,,,,,,,마곡
,,,,,,,,,,송정
,,,,,,,,,,김포공항
,,,,,,,,,,개화산
,,,,,,,,,,방화
,,,,,,,,,,남태령
,,,,,,,,,,사당
,,,,,,,,,,총신대입구(이수)
,,,,,,,,,,동작(현충원)
,,,,,,,,,,이촌(국립중앙박물관)
,,,,,,,,,,신용산
,,,,,,,,,,삼각지
,,,,,,,,,,숙대입구(갈월)
,,,,,,,,,,서울역
,,,,,,,,,,회현(남대문시장)
,,,,,,,,,,명동
,,,,,,,,,,충무로
,,,,,,,,,,동대문역사문화공원
,,,,,,,,,,동대문
,,,,,,,,,,혜화
,,,,,,,,,,한성대입구(삼선교)
,,,,,,,,,,성신여대입구(돈암)
,,,,,,,,,,길음
,,,,,,,,,,미아사거리
,,,,,,,,,,미아(서울사이버대학)
,,,,,,,,,,수유(강북구청)
,,,,,,,,,,쌍문
,,,,,,,,,,창동
,,,,,,,,,,노원
,,,,,,,,,,상계
,,,,,,,,,,당고개
,,,,,,,,,,오금
,,,,,,,,,,경찰병원
,,,,,,,,,,가락시장
,,,,,,,,,,수서
,,,,,,,,,,일원
,,,,,,,,,,대청
,,,,,,,,,,학여울
,,,,,,,,,,대치
,,,,,,,,,,도곡
,,,,,,,,,,매봉
,,,,,,,,,,양재(서초구청)
,,,,,,,,,,남부터미널(예술의전당)
,,,,,,,,,,교대(법원.검찰청)
,,,,,,,,,,고속터미널
,,,,,,,,,,잠원
,,,,,,,,,,신사
,,,,,,,,,,압구정
,,,,,,,,,,옥수
,,,,,,,,,,금호
,,,,,,,,,,약수
,,,,,,,,,,동대입구
,,,,,,,,,,충무로
,,,,,,,,,,을지로3가
,,,,,,,,,,종로3가
,,,,,,,,,,안국
,,,,,,,,,,경복궁(정부서울청사)
,,,,,,,,,,독립문
,,,,,,,,,,무악재
,,,,,,,,,,홍제
,,,,,,,,,,녹번
,,,,,,,,,,불광
,,,,,,,,,,연신내
,,,,,,,,,,구파발
,,,,,,,,,,지축
,,,,,,,,,,용두(동대문구청)
,,,,,,,,,,신정네거리
,,,,,,,,,,양천구청
,,,,,,,,,,도림천
,,,,,,,,,,신설동
,,,,,,,,,,신답
,,,,,,,,,,용답
,,,,,,,,,,충정로(경기대입구)
,,,,,,,,,,아현
,,,,,,,,,,이대
,,,,,,,,,,신촌
,,,,,,,,,,홍대입구
,,,,,,,,,,합정
,,,,,,,,,,당산
,,,,,,,,,,영등포구청
,,,,,,,,,,문래
,,,,,,,,,,신도림
,,,,,,,,,,대림(구로구청)
,,,,,,,,,,구로디지털단지
,,,,,,,,,,신대방
,,,,,,,,,,신림
,,,,,,,,,,봉천
,,,,,,,,,,서울대입구(관악구청)
,,,,,,,,,,낙성대
,,,,,,,,,,사당
,,,,,,,,,,방배
,,,,,,,,,,서초
,,,,,,,,,,교대(법원.검찰청)
,,,,,,,,,,강남
,,,,,,,,,,역삼
,,,,,,,,,,선릉
,,,,,,,,,,삼성(무역센터)
,,,,,,,,,,종합운동장
,,,,,,,,,,잠실새내
,,,,,,,,,,잠실(송파구청)
,,,,,,,,,,잠실나루
,,,,,,,,,,강변(동서울터미널)
,,,,,,,,,,구의(광진구청)
,,,,,,,,,,건대입구
,,,,,,,,,,성수
,,,,,,,,,,뚝섬
,,,,,,,,,,한양대
,,,,,,,,,,왕십리(성동구청)
,,,,,,,,,,상왕십리
,,,,,,,,,,신당
,,,,,,,,,,동대문역사문화공원
,,,,,,,,,,을지로4가
,,,,,,,,,,을지로3가
,,,,,,,,,,을지로입구
,,,,,,,,,,시청
,,,,,,,,,,동묘앞
,,,,,,,,,,청량리(서울시립대입구)
,,,,,,,,,,제기동
,,,,,,,,,,신설동
,,,,,,,,,,동대문
,,,,,,,,,,종로5가
,,,,,,,,,,종로3가
,,,,,,,,,,종각
,,,,,,,,,,시청
,,,,,,,,,,서울역
